STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT18,WT19,WT22
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-11-30,11.41,,,0.00,0.0,0.0,49,59,37,360,360,30.0,38.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-01,3.80,,,0.00,0.0,0.0,49,69,35,10,10,17.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-02,7.61,,,0.00,0.0,0.0,54,72,39,140,150,14.1,18.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-03,9.40,,,0.00,0.0,0.0,50,58,37,140,10,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-04,4.70,,,0.00,0.0,0.0,40,54,25,10,20,14.1,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-05,12.97,,,0.00,0.0,0.0,53,69,21,30,30,42.9,53.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-06,10.74,,,0.00,0.0,0.0,23,50,15,290,300,33.1,45.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-07,9.17,,,0.00,0.0,0.0,40,50,25,300,300,31.1,42.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-08,6.49,,,0.00,0.0,0.0,38,55,27,310,320,25.9,40.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-09,8.05,,,0.00,0.0,0.0,47,58,30,160,150,19.9,28.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-10,16.78,,,0.00,0.0,0.0,35,42,14,320,330,31.1,42.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-11,6.93,,,0.00,0.0,0.0,26,45,7,10,80,16.1,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-12,8.05,,,0.00,0.0,0.0,47,68,33,20,330,23.9,33.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-13,5.82,,,0.00,0.0,0.0,47,60,35,170,120,13.0,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-14,14.99,,,0.00,0.0,0.0,49,66,36,220,200,28.0,40.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-15,19.24,,,0.01,0.0,0.0,46,52,23,290,290,66.0,91.9,1,,,,,,1,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-16,9.62,,,0.00,0.0,0.0,35,52,21,160,160,28.0,34.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-17,9.17,,,0.00,0.0,0.0,31,41,19,130,160,18.1,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-18,4.70,,,0.00,0.0,0.0,24,34,12,20,20,14.1,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-19,6.49,,,0.00,0.0,0.0,33,55,15,160,160,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-20,8.05,,,0.00,0.0,0.0,42,58,25,150,150,17.0,19.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-21,10.29,,,0.00,0.0,0.0,44,62,26,270,270,23.9,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-22,11.18,,,0.00,0.0,0.0,48,61,33,320,330,33.1,49.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-23,9.84,,,0.00,0.0,0.0,50,67,34,250,250,31.1,40.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-24,17.90,,,0.04,0.0,0.0,53,60,33,340,340,38.0,51.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-25,18.12,,,0.00,0.0,0.0,44,55,39,240,240,35.1,42.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-26,16.55,,,0.00,0.0,0.0,43,55,33,250,290,42.9,65.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-27,10.74,,,0.00,0.0,0.0,35,39,22,140,260,23.9,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-28,12.30,,,0.00,0.0,0.0,34,49,17,220,230,32.0,45.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-29,7.83,,,0.00,0.0,0.0,26,49,8,220,220,25.1,33.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-30,21.70,,,0.00,0.0,0.0,38,52,31,260,260,36.0,49.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2021-12-31,17.45,,,0.02,0.4,0.0,43,51,22,220,220,31.1,38.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-01,6.93,,,0.12,2.4,1.2,20,23,1,360,340,18.1,25.1,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-02,5.82,,,0.00,0.0,2.0,18,44,1,10,10,14.1,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-03,6.26,,,0.00,0.0,1.2,37,58,20,70,80,13.0,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-04,14.54,,,0.00,0.0,0.0,46,55,34,280,310,35.1,52.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-05,9.40,,,0.00,0.0,0.0,35,55,11,300,310,32.0,49.0,1,1,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-06,6.71,,,0.01,0.2,0.0,14,21,7,200,270,16.1,19.9,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-07,9.84,,,0.00,0.0,0.0,39,68,18,200,200,28.0,33.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-08,10.51,,,0.01,0.2,0.0,48,57,31,40,50,31.1,38.0,,,,,,1,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-09,5.82,,,0.00,0.0,0.0,30,35,23,160,160,18.1,21.9,1,,,,,1,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-10,6.26,,,0.00,0.0,0.0,33,53,20,160,150,12.1,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-11,7.61,,,0.00,0.0,0.0,42,61,21,140,150,18.1,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-12,7.38,,,0.00,0.0,0.0,41,58,22,170,160,15.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-13,7.61,,,0.00,0.0,0.0,47,59,35,340,330,17.0,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-14,21.47,,,0.01,0.1,0.0,42,52,24,350,350,44.1,53.9,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-15,5.82,,,0.00,0.0,0.0,29,45,18,350,350,21.0,28.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-16,8.05,,,0.00,0.0,0.0,42,58,26,360,310,17.0,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-17,6.93,,,0.00,0.0,0.0,38,61,20,180,180,15.0,18.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-18,8.05,,,0.00,0.0,0.0,44,60,30,40,30,21.9,27.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-19,9.17,,,0.00,0.0,0.0,29,36,17,160,180,14.1,17.0,1,1,,,,1,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-20,2.91,,,0.00,0.0,0.0,20,27,16,40,210,8.9,11.0,1,1,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-21,10.07,,,0.01,0.2,0.0,28,46,17,10,20,28.0,33.1,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-22,6.71,,,0.01,0.0,0.0,32,44,26,180,200,21.9,25.9,1,,,,,1,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-23,5.82,,,0.00,0.0,0.0,33,48,21,190,160,15.0,19.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-24,9.62,,,0.00,0.0,0.0,36,47,27,30,20,23.9,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-25,13.42,,,0.00,0.0,0.0,30,36,22,10,20,31.1,38.0,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-26,6.04,,,0.00,0.0,0.0,25,45,15,190,80,13.0,18.1,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-27,9.84,,,0.05,1.2,0.0,28,30,9,20,360,23.9,31.1,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-28,6.71,,,0.00,0.0,1.2,25,48,9,30,200,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-29,8.05,,,0.00,0.0,0.0,40,57,22,160,180,15.0,19.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-30,5.37,,,0.00,0.0,0.0,36,57,19,30,10,14.1,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-01-31,8.50,,,0.00,0.0,0.0,40,63,22,20,310,23.0,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-01,11.41,,,0.13,4.9,0.0,,37,18,170,160,23.0,29.1,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-02,8.28,,,0.18,1.8,5.1,,18,0,110,130,16.1,21.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-03,4.25,,,0.00,0.0,3.9,,12,-2,10,10,10.1,11.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-04,6.04,,,0.00,0.0,3.9,,33,3,20,20,14.1,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-05,8.72,,,0.00,0.0,3.1,,51,12,360,330,21.9,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-06,10.51,,,0.00,0.0,1.2,,39,18,350,360,30.0,38.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-07,5.82,,,0.00,0.0,0.0,,48,19,160,170,13.0,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-08,11.41,,,0.00,0.0,0.0,,51,27,30,20,31.1,38.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-09,8.28,,,0.00,0.0,0.0,,47,26,40,40,23.0,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-10,6.71,,,0.00,0.0,0.0,,56,22,330,330,16.1,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-11,15.21,,,0.10,2.0,0.0,,44,21,10,10,38.0,48.1,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-12,4.92,,,0.00,0.0,2.0,,35,8,330,320,10.1,12.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-13,5.82,,,0.00,0.0,0.0,,56,21,20,20,13.0,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-14,8.05,,,0.00,0.0,0.0,,53,27,140,140,15.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-15,7.16,,,0.00,0.0,0.0,,67,31,210,230,23.9,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-16,11.86,,,0.00,0.1,0.0,,50,21,360,350,25.9,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-17,7.61,,,0.00,0.0,0.0,,33,14,350,340,23.9,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-18,6.04,,,0.00,0.0,0.0,,51,19,20,20,18.1,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-19,6.49,,,0.00,0.0,0.0,,56,23,330,330,21.0,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-20,10.29,,,0.00,0.0,0.0,,65,39,230,320,30.0,42.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-21,12.30,,,0.00,0.0,0.0,,57,14,10,220,32.0,42.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-22,9.17,,,0.10,1.4,1.2,,14,2,360,350,19.9,23.9,1,1,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-23,14.32,,,0.02,0.1,1.2,,7,-6,140,150,19.9,25.1,1,,,,,,,,1,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-24,4.92,,,0.03,0.2,1.2,,18,-1,150,150,15.0,17.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-25,4.70,,,0.00,0.0,1.2,,30,5,150,140,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-26,4.03,,,0.00,0.0,0.0,,39,9,180,10,12.1,18.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-27,6.49,,,0.00,0.0,0.0,,56,13,170,160,13.0,18.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-02-28,8.28,,,0.00,0.0,0.0,,59,30,360,360,23.0,25.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-01,6.93,,,0.00,0.0,0.0,48,69,31,150,150,16.1,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-02,8.72,,,0.00,0.0,0.0,53,72,36,150,160,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-03,10.07,,,0.00,0.0,0.0,56,73,38,170,170,21.9,28.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-04,9.17,,,0.00,0.0,0.0,52,66,39,240,210,38.9,52.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-05,11.41,,,0.01,0.3,0.0,44,55,26,360,90,23.0,32.0,,,,,,1,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-06,8.95,,,0.10,2.1,0.0,25,27,16,150,150,17.0,21.0,1,1,,,,1,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-07,6.26,,,0.02,1.5,2.0,19,22,16,170,170,15.0,19.0,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-08,7.61,,,0.00,0.0,1.2,26,40,15,360,40,21.0,31.1,1,1,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-09,8.72,,,0.10,0.8,0.0,26,36,11,350,320,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-10,5.14,,,0.04,1.0,2.0,12,18,4,160,170,15.0,19.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-11,5.14,,,0.00,0.0,1.2,18,34,4,180,180,13.0,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-12,6.71,,,0.00,0.0,0.0,37,65,18,290,330,18.1,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-13,11.86,,,0.00,0.0,0.0,48,67,30,20,20,38.0,50.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-14,16.11,,,0.00,0.0,0.0,47,57,35,340,340,31.1,45.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-15,9.84,,,0.00,0.0,0.0,45,71,26,170,140,23.0,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-16,8.72,,,0.16,0.0,0.0,53,58,36,150,160,19.9,32.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-17,16.55,,,0.22,2.0,2.0,38,37,30,360,360,29.1,40.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-18,5.82,,,0.00,0.0,0.0,36,52,23,160,170,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-19,8.28,,,0.00,0.0,0.0,42,58,29,150,140,21.9,27.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-20,9.17,,,0.00,0.0,0.0,49,65,33,180,190,23.0,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-21,21.70,,,0.00,0.0,0.0,41,48,32,350,360,36.9,49.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-22,23.94,,,0.00,0.2,0.0,34,44,28,360,340,40.0,55.9,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-23,20.36,,,0.00,0.0,0.0,38,53,28,360,360,51.0,66.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-24,12.75,,,0.00,0.0,0.0,48,67,30,360,360,32.0,44.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-25,11.18,,,0.00,0.0,0.0,50,55,35,150,160,23.0,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-26,8.28,,,0.00,0.0,0.0,54,80,33,270,320,28.0,40.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-27,5.37,,,0.00,0.0,0.0,55,64,41,140,160,15.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-28,8.50,,,0.00,0.0,0.0,57,79,38,170,160,25.9,34.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-29,12.08,,,0.07,0.0,0.0,54,57,36,360,350,31.1,40.0,,,1,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2022-03-30,10.96,,,0.03,0.0,0.0,37,44,31,340,340,28.0,38.9,,,,,,,,,,,,,,,,,,
